filename,project,year,season,state,operator_affiliation,agent,apparatus,purpose,target_area,control_area,start_date,end_date,state_title,season_normalized,purpose_tokens,purpose_combo_normalized,agent_tokens,agent_combo_normalized,apparatus_tokens,apparatus_combo_normalized,start_date_inferred,end_date_inferred,duration_days_inferred,date_anomaly_flag
Upper Payette River Basin_11-1542_01.01.2012-12.31.2012.pdf,upper payette river basin,2012,winter,idaho,idaho power company,silver iodide,"ground, airborne","augment snowpack, increase precipitation",payette river basin above 4500 ft elevation,23 snotel sites northwest and north of target area,1/1/12,12/31/12,Idaho,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2012-01-01,2012-12-31,366.0,False
Upper Payette River Basin_12-1579_01.01.2013-12.31.2013.pdf,upper payette river basin,2013,winter,idaho,idaho power company,silver iodide,"ground, airborne","augment snowpack, increase precipitation",payette river basin idaho above 4500 ft elevation,23 snotel sites to the northwest and north,1/1/13,12/31/13,Idaho,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2013-01-01,2013-12-31,365.0,False
Upper Payette River Basin_13-1612_01.01.2014-12.31.2014.pdf,upper payette river basin,2014,winter,idaho,idaho power company,silver iodide,"ground, airborne","increase precipitation, augment snowpack",payette river basin above 4500 ft elevation,23 snotel sites to northwest and north,1/1/14,12/31/14,Idaho,winter,"['increase precipitation', 'augment snowpack']",augment snowpack | increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2014-01-01,2014-12-31,365.0,False
Upper San Joaquin Cloud Seeding Program_14-1647_02.07.2015-05.31.2015.pdf,upper san joaquin river cloud seeding program,2015,"winter, spring",california,rhs consulting ltd,"silver iodide, hygroscopic aerosols",airborne,augment snowpack,upper san joaquin river basin,"merced river, tule river, cottonwood creek",2/7/15,5/31/15,California,"winter, spring",['augment snowpack'],augment snowpack,"['silver iodide', 'hygroscopic aerosols']",silver iodide | hygroscopic aerosols,['airborne'],airborne,2015-02-07,2015-05-31,114.0,False
Upper San Joaquin Project_17-1711_12.23.2016-07.31.2017.pdf,upper san joaquin project,2017,winter,california,desert research institute,silver iodide,ground,augment snowpack,upper san joaquin basin,,12/23/16,7/31/17,California,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2016-12-23,2017-07-31,221.0,False
Upper Toilumne River Weather Modification Project_14-1438_11.01.2014-04.31.2015.pdf,upper toulumne river weather modification project,2015,winter,california,weather modification inc,silver iodide,airborne,increase precipitation,"upper toulumne river watershed, east-central california",,11/1/14,,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2014-11-01,,,False
Upper Toulumne River Weather Modification Project_12-1569_12.01.2012-03.31.2013.pdf,upper toulumne river weather modification project,2013,winter,california,weather modification inc,silver iodide,airborne,increase precipitation,"upper toulumne river watershed, east-central california",,12/1/12,3/31/13,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2012-12-01,2013-03-31,121.0,False
Upper Toulumne River Weather Modification Project_15-1666_11.01.2015-04.30.2016.pdf,upper toulumne river weather modification project,2016,winter,california,weather modification inc,silver iodide,airborne,increase precipitation,"upper toulumne river watershed, east-central california",,11/1/15,4/30/16,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2015-11-01,2016-04-30,182.0,False
Upper Toulumne River Weather Modification Project_16-1710_11.01.2015-04.30.2017.pdf,upper toulumne river weather modification project,2017,winter,california,weather modification inc,silver iodide,airborne,increase precipitation,"upper toulumne river watershed, east-central california",,11/1/15,4/30/17,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2015-11-01,2017-04-30,547.0,True
Upper Tuolumne River Initial Report 18-19.pdf,upper tuolumne river weather modification project,2019,winter,california,weather modification inc,silver iodide,airborne,increase precipitation,"upper tuolumne river watershed, east-central california",,11/1/18,4/30/19,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2018-11-01,2019-04-30,181.0,False
Upper Tuolumne River Weather Modification Project_11-1520_12.01.2010-04.15.2010.pdf,upper tuolumne river weather modification project,2011,winter,california,weather modification inc,silver iodide,airborne,increase precipitation,"upper tuolumne river watershed, east-central california",,12/1/10,4/15/11,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2010-12-01,2011-04-15,136.0,False
Walker Basin Project_10-1495_11.15.2006.30.2011.pdf,walker basin project,2011,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,walker river basin,,11/15/06,6/30/11,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2006-11-15,2011-06-30,1689.0,True
Walker Basin Project_11-1529_11.01.2011-06.30.2012.pdf,walker basin project,2012,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,walker river basin,,11/1/11,6/30/12,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2011-11-01,2012-06-30,243.0,False
Walker Basin Project_12-1559_11.01.2012-07.31.2013.pdf,walker basin project,2013,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,walker river basin,,11/1/12,7/31/13,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2012-11-01,2013-07-31,273.0,False
Walker Basin Project_13-1597_11.01.2013-07.31.2014.pdf,walker basin project,2014,"winter, spring",nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,walker river basin,,11/1/13,7/31/14,Nevada,"winter, spring",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2013-11-01,2014-07-31,273.0,False
Walker Basin Project_16-1685_11.01.2015-07.31.2016.pdf,walker basin project,2016,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,walker river basin,,11/1/15,7/31/16,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2015-11-01,2016-07-31,274.0,False
Walker River Basin Project_13-1615_01.04.2014-04.01.2014.pdf,walker river basin project,2014,"winter, spring",nevada,weather modification inc,silver iodide,airborne,increase precipitation,walker river basin,,1/4/14,4/1/14,Nevada,"winter, spring",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2014-01-04,2014-04-01,88.0,False
Walker River Project_16-1708_10.01.2016-09.30.2017.pdf,walker river project,2017,winter,nevada,desert research institute,silver iodide,ground,increase precipitation,"walker river basin, nevada",,10/1/16,9/30/17,Nevada,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2016-10-01,2017-09-30,365.0,False
Water District 33_03-1182_01.17.2003-04.30.2003.pdf,water district 33,2003,"winter, spring",idaho,water district 33,"silver iodide, ammonium iodide, acetone",ground,augment snowpack,"water district 33 area, idaho",,1/17/03,4/30/03,Idaho,"winter, spring",['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide', 'acetone']",silver iodide | ammonium iodide | acetone,['ground'],ground,2003-01-17,2003-04-30,104.0,False
Water District 34_03-1186_01.26.2003-04.30.2003.pdf,water district 34,2003,"winter, spring",idaho,water district 34,"silver iodide, ammonium iodide, acetone",ground,augment snowpack,"blaine county, idaho",,1/26/03,4/30/03,Idaho,"winter, spring",['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide', 'acetone']",silver iodide | ammonium iodide | acetone,['ground'],ground,2003-01-26,2003-04-30,95.0,False
Water District 34_04-1222_11.21.2003-04.30.2003.pdf,water district 34,2004,winter,idaho,water district 34,"silver iodide, ammonium iodide, acetone",ground,augment snowpack,custer and blaine counties,,11/21/03,4/30/04,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide', 'acetone']",silver iodide | ammonium iodide | acetone,['ground'],ground,2003-11-21,2004-04-30,162.0,False
Water District 34_05-1268_11.26.2004-04.30.2005.pdf,water district 34,2005,winter,idaho,water district 34,"silver iodide, ammonium iodide, acetone",ground,augment snowpack,"custer county, blaine county",,11/26/04,4/30/05,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide', 'acetone']",silver iodide | ammonium iodide | acetone,['ground'],ground,2004-11-26,2005-04-30,156.0,False
Water District 34_06-1314_11.15.2005-04.30.2006.pdf,water district 34,2006,winter,idaho,water district 34,"silver iodide, ammonium iodide, acetone",ground,augment snowpack,custer and blaine counties,,11/15/05,4/30/06,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide', 'acetone']",silver iodide | ammonium iodide | acetone,['ground'],ground,2005-11-15,2006-04-30,167.0,False
Water District 34_07-1357_11.15.2006-04.30.2007.pdf,water district 34,2007,winter,idaho,water district 34,"silver iodide, acetone",ground,augment snowpack,"custer and blaine counties, idaho",,11/15/06,4/30/07,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'acetone']",silver iodide | acetone,['ground'],ground,2006-11-15,2007-04-30,167.0,False
Water District 34_08-1394_11.01.2007-04.30.2008.pdf,water district 34,2008,winter,idaho,water district 34,"silver iodide, acetone",ground,augment snowpack,custer and blaine counties,,11/1/07,4/30/08,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'acetone']",silver iodide | acetone,['ground'],ground,2007-11-01,2008-04-30,182.0,False
Water District 34_08-1421_11.15.2008-04.30.2009.pdf,water district 34,2009,winter,idaho,water district 34,"silver iodide, acetone",ground,augment snowpack,"custer and blaine counties, idaho",,11/15/08,4/30/09,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'acetone']",silver iodide | acetone,['ground'],ground,2008-11-15,2009-04-30,167.0,False
Water District 34_09-1467_11.01.2009-04.30.2010.pdf,water district 34,2010,winter,idaho,water district 34,"silver iodide, ammonium iodide, acetone",ground,augment snowpack,custer and blaine counties,,11/1/09,4/30/10,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide', 'acetone']",silver iodide | ammonium iodide | acetone,['ground'],ground,2009-11-01,2010-04-30,181.0,False
Water District 34_11-1506_11.15.2010-04.30.2011.pdf,water district 34 cloud seeding program,2011,winter,idaho,water district 34,"silver iodide, ammonium iodide, acetone",ground,augment snowpack,"custer and blaine counties, idaho",,11/15/10,4/30/11,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide', 'acetone']",silver iodide | ammonium iodide | acetone,['ground'],ground,2010-11-15,2011-04-30,167.0,False
West Central Mountains Cloud Seeding Project_14-1644_01.01.2015-01.05.2015.pdf,west central mountains cloud seeding project,2015,winter,idaho,idaho power company,silver iodide,"ground, airborne","increase precipitation, augment snowpack","upper parts of the payette, boise, and wood basins",23 snotel sites to the northwest and north,1/1/15,1/5/15,Idaho,winter,"['increase precipitation', 'augment snowpack']",augment snowpack | increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2015-01-01,2015-01-05,5.0,False
West Central Mountains Cloud Seeding Project_15-1654_11.01.2015-04.30.2016.pdf,west central mountains cloud seeding project,2016,winter,idaho,idaho power company,silver iodide,"ground, airborne","increase precipitation, augment snowpack","upper parts of payette, boise, and wood basins",23 snotel sites to the northwest and north,11/1/15,4/30/16,Idaho,winter,"['increase precipitation', 'augment snowpack']",augment snowpack | increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2015-11-01,2016-04-30,182.0,False
West Central Mountains Cloud seeding Project_16-1705_11.01.2016-04.30.2017.pdf,west central mountains cloud seeding project,2017,winter,idaho,idaho power company,silver iodide,"ground, airborne","increase precipitation, augment snowpack","upper parts of the payette, boise, and wood basins",23 snotel sites to the northwest and north,11/1/16,4/30/17,Idaho,winter,"['increase precipitation', 'augment snowpack']",augment snowpack | increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2016-11-01,2017-04-30,181.0,False
West Central Mountains Cloud Seeding Project_17-1723_11.01.2017-04.30.2018.pdf,west central mountains cloud seeding project,2018,winter,idaho,idaho power company,silver iodide,"ground, airborne","augment snowpack, increase precipitation","upper payette, boise, and wood basins",23 snotel sites to the northwest and north,11/1/17,4/30/18,Idaho,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2017-11-01,2018-04-30,181.0,False
West Central Mountains Cloud_InitialReport_2018-2019.pdf,west central mountains cloud seeding project,2019,winter,idaho,idaho power company,"silver iodide, propane","ground, airborne","augment snowpack, increase precipitation","upper parts of payette, boise, and wood basins",23 snotel sites to the northwest and north,11/15/18,4/30/19,Idaho,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'propane']",silver iodide | propane,"['ground', 'airborne']",ground | airborne,2018-11-15,2019-04-30,167.0,False
West Central Texas Rainfall Enhancement Program_03-1190_05.19.2003-09.30.2003.pdf,west central texas rainfall enhancement program,2003,summer,texas,weather modification inc,silver iodide,airborne,increase precipitation,"brown county and portions of coke county, west central texas",,5/19/03,9/30/03,Texas,summer,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2003-05-19,2003-09-30,135.0,False
West Central Texas Weather Modification Assoc_02-1134_06.29.2001-10.31.2001.pdf,west central texas weather modification association,2001,"summer, fall",texas,weather modification inc,silver iodide,airborne,"increase precipitation, increase precipitation","9 counties, texas","6 counties, texas",6/29/01,10/31/01,Texas,"summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2001-06-29,2001-10-31,125.0,False
West Central Texas Weather Modification Assoc._02-1135_05.01.2002-09.30.2002.pdf,west central texas weather modification association,2002,summer,texas,weather modification inc,silver iodide,airborne,increase precipitation,9 counties in texas,6 counties in texas,5/1/02,9/30/02,Texas,summer,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2002-05-01,2002-09-30,153.0,False
West Texas Weather Modification Assoc._14-1616_03.01.2014-10.31.2014.pdf,west texas weather modification association,2014,"spring, summer, fall",texas,west texas weather modification association,calcium chloride,airborne,"increase precipitation, suppress hail",counties in west texas from san angelo to midland,west texas,3/1/14,10/31/14,Texas,"spring, summer, fall","['increase precipitation', 'suppress hail']",increase precipitation | suppress hail,['calcium chloride'],calcium chloride,['airborne'],airborne,2014-03-01,2014-10-31,245.0,False
West Texas Weather Modification Association_09-1454_03.01.2009-10.31.2009.pdf,west texas weather modification association,2009,"spring, summer, fall",texas,west texas weather modification association,silver iodide,airborne,increase precipitation,"area between san angelo and midland, west texas",west texas,3/1/09,10/31/09,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2009-03-01,2009-10-31,245.0,False
West texas Weather Modification Association_10-1489_03.01.2010-10.31.2010.pdf,west texas weather modification association,2010,"spring, summer, fall",texas,west texas weather modification association,"silver iodide, sodium chloride",airborne,increase precipitation,"area between san angelo and midland, west texas",west texas,3/1/10,10/31/10,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,"['silver iodide', 'sodium chloride']",silver iodide | sodium chloride,['airborne'],airborne,2010-03-01,2010-10-31,245.0,False
West Texas Weather Modification Association_11-1523_03.01.2011-10.31.2011.pdf,west texas weather modification association,2011,"spring, summer, fall",texas,west texas weather modification association,"silver iodide, sodium chloride",airborne,increase precipitation,area between san angelo and midland,west texas,3/1/11,10/31/11,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,"['silver iodide', 'sodium chloride']",silver iodide | sodium chloride,['airborne'],airborne,2011-03-01,2011-10-31,245.0,False
West Texas Weather Modification Association_12-1551_03.01.2012-10.31.2012.pdf,west texas weather modification association,2012,"spring, summer, fall",texas,west texas weather modification association,silver iodide,airborne,increase precipitation,west texas area between san angelo and midland,west texas,3/1/12,10/31/12,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2012-03-01,2012-10-31,245.0,False
West Texas Weather Modification Association_13-1585_03.01.2013-10.31.2013.pdf,west texas weather modification association,2013,"spring, summer, fall",texas,west texas weather modification association,"silver iodide, calcium chloride",airborne,"increase precipitation, suppress hail",west texas between san angelo and midland,west texas,3/1/13,10/31/13,Texas,"spring, summer, fall","['increase precipitation', 'suppress hail']",increase precipitation | suppress hail,"['silver iodide', 'calcium chloride']",silver iodide | calcium chloride,['airborne'],airborne,2013-03-01,2013-10-31,245.0,False
West Texas Weather Modification Association_15-1649_03.15.2015-10.31.2015.pdf,west texas weather modification association,2015,"spring, summer, fall",texas,west texas weather modification association,silver iodide,airborne,increase precipitation,west texas san angelo area,west texas near i20i10,3/15/15,10/31/15,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2015-03-15,2015-10-31,231.0,False
West Texas Weather Modification Association_17-1713_03.15.2017-10.31.2017.pdf,west texas weather modification association,2017,"spring, summer, fall",texas,west texas weather modification association,"silver iodide, calcium chloride",airborne,increase precipitation,west texas from san angelo to midland,west texas between i20 and i10,3/10/17,10/31/17,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,"['silver iodide', 'calcium chloride']",silver iodide | calcium chloride,['airborne'],airborne,2017-03-10,2017-10-31,236.0,False
West Texas Western Modification Assoc._16-1678_03.15.2016-10.31.2016.pdf,west texas weather modification association rainfall enhancement program,2016,"spring, summer, fall",texas,west texas weather modification association,"silver iodide, sodium chloride",airborne,increase precipitation,"coke, concho, runnels, schleicher, sterling, tom green counties",,3/15/16,10/31/16,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,"['silver iodide', 'sodium chloride']",silver iodide | sodium chloride,['airborne'],airborne,2016-03-15,2016-10-31,231.0,False
Western Kansas Weather Modification Program_11-1527_04.16.2011-09.15.2011.pdf,western kansas weather modification program,2011,"spring, summer",kansas,western kansas groundwater management,ionized air,airborne,"suppress hail, increase precipitation",western kansas,,4/16/11,9/15/11,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['ionized air'],ionized air,['airborne'],airborne,2011-04-16,2011-09-15,153.0,False
Western Kansas Weather Modification Program_12-1552_04.16.2012-09.15.2012.pdf,western kansas weather modification program,2012,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,"suppress hail, increase precipitation",western kansas,,4/16/12,9/15/12,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2012-04-16,2012-09-15,153.0,False
Western Kansas Weather Modification Program_13-1588_04.16.2013-09.15.2013.pdf,western kansas weather modification program,2013,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,"suppress hail, increase precipitation",western kansas,,4/16/13,9/15/13,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2013-04-16,2013-09-15,153.0,False
Western Kansas Weather Modification Program_14-1617_04.16.2014-09.15.2014.pdf,western kansas weather modification program,2014,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,"suppress hail, increase precipitation",western kansas,,4/16/14,9/15/14,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2014-04-16,2014-09-15,153.0,False
Western Kansas Weather Modification Program_15-1650_04.16.2015-09.15.2015.pdf,western kansas weather modification program,2015,"spring, summer",kansas,western kansas groundwater management,ionized air,,"suppress hail, increase precipitation",western kansas,,4/16/15,9/15/15,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['ionized air'],ionized air,[],,2015-04-16,2015-09-15,153.0,False
Western Kansas Weather Modification Program_16-1683_04.16.2016-09.15.2016.pdf,western kansas weather modification program,2016,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,"suppress hail, increase precipitation","scott and lane counties, kansas",,4/16/16,9/15/16,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2016-04-16,2016-09-15,153.0,False
Western Kansas Weather Modification_03-1188_04.21.2003-09.19.2003.pdf,western kansas weather modification,2003,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,"suppress hail, increase precipitation",western kansas,,4/21/03,9/19/03,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2003-04-21,2003-09-19,152.0,False
Western Kansas Weather Modification_04-1240_04.19.2004-09.17.2004.pdf,western kansas weather modification,2004,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,"suppress hail, increase precipitation",western kansas,,4/19/04,9/17/04,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2004-04-19,2004-09-17,152.0,False
Western Kansas Weather Modification_05-1292_04.18.2005-09.16.2005.pdf,western kansas weather modification,2005,"spring, summer",kansas,western kansas groundwater management,"silver iodide, dry ice",airborne,"suppress hail, increase precipitation",western kansas,,4/18/05,9/16/05,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,"['silver iodide', 'dry ice']",silver iodide | dry ice,['airborne'],airborne,2005-04-18,2005-09-16,152.0,False
Western Kansas Weather Modification_06-1330_04.17.2006-09.22.2006.pdf,western kansas weather modification,2006,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,"suppress hail, increase precipitation",western kansas region,,4/17/06,9/22/06,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2006-04-17,2006-09-22,159.0,False
Western Kansas Weather Modification_07-1377_04.16.2007-09.21.2007.pdf,western kansas weather modification,2007,"spring, summer",kansas,western kansas groundwater management,ionized air,,"suppress hail, increase precipitation",western kansas,,4/16/07,9/21/07,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['ionized air'],ionized air,[],,2007-04-16,2007-09-21,159.0,False
Western Kansas Weather Modification_08-1412_04.15.2008-09.19.2008.pdf,western kansas weather modification,2008,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,"suppress hail, increase precipitation",western kansas,,4/15/08,9/19/08,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2008-04-15,2008-09-19,158.0,False
Western Kansas Weather Modification_09-1456_04.17.2009-09.15.2009.pdf,western kansas weather modification,2009,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,suppress hail,western kansas,,4/17/09,9/15/09,Kansas,"spring, summer",['suppress hail'],suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2009-04-17,2009-09-15,152.0,False
Western Kansas Weather Modification_10-1491_04.15.2010-09.14.2010.pdf,western kansas weather modification,2010,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,"suppress hail, increase precipitation",western kansas,,4/15/10,9/14/10,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2010-04-15,2010-09-14,153.0,False
Western Kansas Weather Modifucation_02-1141_04.22.2002-09.20.2002.pdf,western kansas weather modification,2002,"spring, summer",kansas,western kansas groundwater management,silver iodide,airborne,"suppress hail, increase precipitation",western kansas,,4/22/02,9/20/02,Kansas,"spring, summer","['suppress hail', 'increase precipitation']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2002-04-22,2002-09-20,152.0,False
Western Uinta_06-1318_12.01.2005-03.15.2006.pdf,western uintas,2006,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,upper weber basin above 7000 feet,,12/1/05,3/15/06,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2005-12-01,2006-03-15,105.0,False
Western Uintas_01-1064_12.01.2001-04.01.2001.pdf,western uintas cloud seeding program,2001,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"western uinta mountains, utah",,12/1/00,4/1/01,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2000-12-01,2001-04-01,122.0,False
Western Uintas_02-1127_12.01.2001-03.31.2002.pdf,western uintas cloud seeding program,2002,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,upper provo and weber basins,,12/1/01,3/31/02,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2001-12-01,2002-03-31,121.0,False
Western Uintas_03-1178_12.01.2002-03.31.2003.pdf,western uintas,2003,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,upper provo and weber basins,,12/1/02,3/31/03,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2002-12-01,2003-03-31,121.0,False
Western Uintas_04-1223_12.01.2003-03.31.2004.pdf,western uintas cloud seeding program,2004,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"upper provo and weber river basins above 7,000 feet",,12/1/03,3/31/04,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2003-12-01,2004-03-31,122.0,False
Western Uintas_05-1269_12.01.2004-03.31.2005.pdf,western uintas cloud seeding program,2005,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"upper provo and weber basins above 7,000 feet",,12/1/04,3/31/05,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2004-12-01,2005-03-31,121.0,False
Western Uintas_07-1360_12.01.2006-03.31.2007.pdf,western uintas cloud seeding program,2007,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,upper weber basin above 7000 feet,,12/1/06,3/31/07,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2006-12-01,2007-03-31,121.0,False
Western Uintas_08-1397_12.01.2007-03.31.2008.pdf,western uintas cloud seeding program,2008,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,upper weber basin above 7000 feet,,12/1/07,3/31/08,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2007-12-01,2008-03-31,122.0,False
"Western Uintas, Utah_09-1446_12.01.2008-03.31.2009.pdf",western uintas cloud seeding program,2009,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,upper weber basin above 7000 feet,,12/1/08,3/31/09,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2008-12-01,2009-03-31,121.0,False
"Western Uintas, Utah_10-1481_12.01.2009-03.31.2010.pdf",western uintas cloud seeding program,2010,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,upper weber basin above 7000 feet,,12/1/09,3/31/10,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2009-12-01,2010-03-31,121.0,False
"Western Uintas, Utah_11-1517_12.01.2010-03.31.2011.pdf","western uintas, utah",2011,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"upper weber basin above 7,000 feet",,12/1/10,3/31/11,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2010-12-01,2011-03-31,121.0,False
"Western Uintas, Utah_12-1564_12.01.2012-03.31.2013.pdf",western uintas,2013,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"upper weber basin above 7,000 feet elevation",,12/1/12,3/31/13,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2012-12-01,2013-03-31,121.0,False
