step,alpha,beta,sqrt_alpha,sqrt_one_minus_alpha
6.960000000000000000e+02,2.081281244754791260e-01,6.049633026123046875e-03,4.562106132507324219e-01,8.898718357086181641e-01
6.970000000000000000e+02,2.068642973899841309e-01,6.072342395782470703e-03,4.548233747482299805e-01,8.905816674232482910e-01
6.980000000000000000e+02,2.056033313274383545e-01,6.095647811889648438e-03,4.534350335597991943e-01,8.912892937660217285e-01
6.990000000000000000e+02,2.043452113866806030e-01,6.119132041931152344e-03,4.520455896854400635e-01,8.919948339462280273e-01
7.000000000000000000e+02,2.030898630619049072e-01,6.143271923065185547e-03,4.506549239158630371e-01,8.926982283592224121e-01
7.010000000000000000e+02,2.018374949693679810e-01,6.166577339172363281e-03,4.492632746696472168e-01,8.933994174003601074e-01
7.020000000000000000e+02,2.005880326032638550e-01,6.190419197082519531e-03,4.478705525398254395e-01,8.940984010696411133e-01
7.030000000000000000e+02,1.993414610624313354e-01,6.214559078216552734e-03,4.464767277240753174e-01,8.947952389717102051e-01
7.040000000000000000e+02,1.980978399515151978e-01,6.238639354705810547e-03,4.450818300247192383e-01,8.954899311065673828e-01
7.050000000000000000e+02,1.968570351600646973e-01,6.263613700866699219e-03,4.436857402324676514e-01,8.961824178695678711e-01
7.060000000000000000e+02,1.956192702054977417e-01,6.287634372711181641e-03,4.422886669635772705e-01,8.968727588653564453e-01
7.070000000000000000e+02,1.943844705820083618e-01,6.312251091003417969e-03,4.408905506134033203e-01,8.975608944892883301e-01
7.080000000000000000e+02,1.931526362895965576e-01,6.337106227874755859e-03,4.394913315773010254e-01,8.982468247413635254e-01
7.090000000000000000e+02,1.919236779212951660e-01,6.362617015838623047e-03,4.380909502506256104e-01,8.989306688308715820e-01
7.100000000000000000e+02,1.906978189945220947e-01,6.387233734130859375e-03,4.366896152496337891e-01,8.996122479438781738e-01
7.110000000000000000e+02,1.894749552011489868e-01,6.412565708160400391e-03,4.352872073650360107e-01,9.002916812896728516e-01
7.120000000000000000e+02,1.882551163434982300e-01,6.438016891479492188e-03,4.338837563991546631e-01,9.009688496589660645e-01
7.130000000000000000e+02,1.870383173227310181e-01,6.463587284088134766e-03,4.324792623519897461e-01,9.016438722610473633e-01
7.140000000000000000e+02,1.858244240283966064e-01,6.490051746368408203e-03,4.310735762119293213e-01,9.023168087005615234e-01
7.150000000000000000e+02,1.846137046813964844e-01,6.515383720397949219e-03,4.296669661998748779e-01,9.029874205589294434e-01
7.160000000000000000e+02,1.834060400724411011e-01,6.541550159454345703e-03,4.282593131065368652e-01,9.036558866500854492e-01
7.170000000000000000e+02,1.822014749050140381e-01,6.567776203155517578e-03,4.268506467342376709e-01,9.043221473693847656e-01
7.180000000000000000e+02,1.809999644756317139e-01,6.594419479370117188e-03,4.254409074783325195e-01,9.049862027168273926e-01
7.190000000000000000e+02,1.798014640808105469e-01,6.621539592742919922e-03,4.240300357341766357e-01,9.056481122970581055e-01
7.200000000000000000e+02,1.786061823368072510e-01,6.647765636444091797e-03,4.226182401180267334e-01,9.063078165054321289e-01
7.210000000000000000e+02,1.774140149354934692e-01,6.674826145172119141e-03,4.212054312229156494e-01,9.069652557373046875e-01
7.220000000000000000e+02,1.762249916791915894e-01,6.701946258544921875e-03,4.197916090488433838e-01,9.076204895973205566e-01
7.230000000000000000e+02,1.750389933586120605e-01,6.730020046234130859e-03,4.183766245841979980e-01,9.082736372947692871e-01
7.240000000000000000e+02,1.738562583923339844e-01,6.756961345672607422e-03,4.169607460498809814e-01,9.089245200157165527e-01
7.250000000000000000e+02,1.726767122745513916e-01,6.784617900848388672e-03,4.155438840389251709e-01,9.095731377601623535e-01
7.260000000000000000e+02,1.715003252029418945e-01,6.812632083892822266e-03,4.141259789466857910e-01,9.102195501327514648e-01
7.270000000000000000e+02,1.703271120786666870e-01,6.840884685516357422e-03,4.127070605754852295e-01,9.108638167381286621e-01
7.280000000000000000e+02,1.691570580005645752e-01,6.869435310363769531e-03,4.112870693206787109e-01,9.115058779716491699e-01
7.290000000000000000e+02,1.679902672767639160e-01,6.897687911987304688e-03,4.098661541938781738e-01,9.121456742286682129e-01
7.300000000000000000e+02,1.668267101049423218e-01,6.926357746124267578e-03,4.084442555904388428e-01,9.127832651138305664e-01
7.310000000000000000e+02,1.656664013862609863e-01,6.955146789550781250e-03,4.070213735103607178e-01,9.134186506271362305e-01
7.320000000000000000e+02,1.645092368125915527e-01,6.984889507293701172e-03,4.055973887443542480e-01,9.140518307685852051e-01
7.330000000000000000e+02,1.633554399013519287e-01,7.013559341430664062e-03,4.041725397109985352e-01,9.146827459335327148e-01
7.340000000000000000e+02,1.622048914432525635e-01,7.043242454528808594e-03,4.027466773986816406e-01,9.153115153312683105e-01
7.350000000000000000e+02,1.610576361417770386e-01,7.072865962982177734e-03,4.013198614120483398e-01,9.159379601478576660e-01
7.360000000000000000e+02,1.599136590957641602e-01,7.102906703948974609e-03,3.998920619487762451e-01,9.165622591972351074e-01
7.370000000000000000e+02,1.587729156017303467e-01,7.133483886718750000e-03,3.984631896018981934e-01,9.171842932701110840e-01
7.380000000000000000e+02,1.576355695724487305e-01,7.163345813751220703e-03,3.970334529876708984e-01,9.178041219711303711e-01
7.390000000000000000e+02,1.565015465021133423e-01,7.193982601165771484e-03,3.956027626991271973e-01,9.184217453002929688e-01
7.400000000000000000e+02,1.553708463907241821e-01,7.224857807159423828e-03,3.941710889339447021e-01,9.190371036529541016e-01
7.410000000000000000e+02,1.542435288429260254e-01,7.255673408508300781e-03,3.927384912967681885e-01,9.196501970291137695e-01
7.420000000000000000e+02,1.531194448471069336e-01,7.287740707397460938e-03,3.913047909736633301e-01,9.202611446380615234e-01
7.430000000000000000e+02,1.519988328218460083e-01,7.318556308746337891e-03,3.898702859878540039e-01,9.208697676658630371e-01
7.440000000000000000e+02,1.508815884590148926e-01,7.350325584411621094e-03,3.884347975254058838e-01,9.214761853218078613e-01
7.450000000000000000e+02,1.497677564620971680e-01,7.382154464721679688e-03,3.869983851909637451e-01,9.220803976058959961e-01
7.460000000000000000e+02,1.486572325229644775e-01,7.414996623992919922e-03,3.855609297752380371e-01,9.226824045181274414e-01
7.470000000000000000e+02,1.475501954555511475e-01,7.446885108947753906e-03,3.841226398944854736e-01,9.232820868492126465e-01
7.480000000000000000e+02,1.464466005563735962e-01,7.479429244995117188e-03,3.826834261417388916e-01,9.238795638084411621e-01
7.490000000000000000e+02,1.453464478254318237e-01,7.512331008911132812e-03,3.812432885169982910e-01,9.244747161865234375e-01
7.500000000000000000e+02,1.442497074604034424e-01,7.545709609985351562e-03,3.798021972179412842e-01,9.250677227973937988e-01
7.510000000000000000e+02,1.431563645601272583e-01,7.579505443572998047e-03,3.783600926399230957e-01,9.256585240364074707e-01
7.520000000000000000e+02,1.420665681362152100e-01,7.612645626068115234e-03,3.769171833992004395e-01,9.262469410896301270e-01
7.530000000000000000e+02,1.409802436828613281e-01,7.646560668945312500e-03,3.754733502864837646e-01,9.268332123756408691e-01
7.540000000000000000e+02,1.398973912000656128e-01,7.680892944335937500e-03,3.740285933017730713e-01,9.274171590805053711e-01
7.550000000000000000e+02,1.388180553913116455e-01,7.715225219726562500e-03,3.725829422473907471e-01,9.279989004135131836e-01
7.560000000000000000e+02,1.377421319484710693e-01,7.750630378723144531e-03,3.711362779140472412e-01,9.285783767700195312e-01
7.570000000000000000e+02,1.366698443889617920e-01,7.784724235534667969e-03,3.696888387203216553e-01,9.291555881500244141e-01
7.580000000000000000e+02,1.356010437011718750e-01,7.820308208465576172e-03,3.682404756546020508e-01,9.297305941581726074e-01
7.590000000000000000e+02,1.345358043909072876e-01,7.855713367462158203e-03,3.667912185192108154e-01,9.303032755851745605e-01
7.600000000000000000e+02,1.334740370512008667e-01,7.892072200775146484e-03,3.653409779071807861e-01,9.308737516403198242e-01
7.610000000000000000e+02,1.324159055948257446e-01,7.927596569061279297e-03,3.638899624347686768e-01,9.314419627189636230e-01
7.620000000000000000e+02,1.313613355159759521e-01,7.964074611663818359e-03,3.624380528926849365e-01,9.320078492164611816e-01
7.630000000000000000e+02,1.303103566169738770e-01,8.000671863555908203e-03,3.609852492809295654e-01,9.325715303421020508e-01
7.640000000000000000e+02,1.292629539966583252e-01,8.037745952606201172e-03,3.595315814018249512e-01,9.331329464912414551e-01
7.650000000000000000e+02,1.282190829515457153e-01,8.075535297393798828e-03,3.580769300460815430e-01,9.336920976638793945e-01
7.660000000000000000e+02,1.271789222955703735e-01,8.112370967864990234e-03,3.566215336322784424e-01,9.342489242553710938e-01
7.670000000000000000e+02,1.261423528194427490e-01,8.150458335876464844e-03,3.551652431488037109e-01,9.348035454750061035e-01
7.680000000000000000e+02,1.251094341278076172e-01,8.188545703887939453e-03,3.537081182003021240e-01,9.353558421134948730e-01
7.690000000000000000e+02,1.240800693631172180e-01,8.227705955505371094e-03,3.522500097751617432e-01,9.359059333801269531e-01
7.700000000000000000e+02,1.230544373393058777e-01,8.265912532806396484e-03,3.507911562919616699e-01,9.364537000656127930e-01
7.710000000000000000e+02,1.220324560999870300e-01,8.305132389068603516e-03,3.493314385414123535e-01,9.369992017745971680e-01
7.720000000000000000e+02,1.210141554474830627e-01,8.344531059265136719e-03,3.478708863258361816e-01,9.375424385070800781e-01
7.730000000000000000e+02,1.199995428323745728e-01,8.384227752685546875e-03,3.464094996452331543e-01,9.380834102630615234e-01
7.740000000000000000e+02,1.189885213971138000e-01,8.425235748291015625e-03,3.449471294879913330e-01,9.386221170425415039e-01
7.750000000000000000e+02,1.179813072085380554e-01,8.464813232421875000e-03,3.434840738773345947e-01,9.391584992408752441e-01
7.760000000000000000e+02,1.169777885079383850e-01,8.505761623382568359e-03,3.420201539993286133e-01,9.396926164627075195e-01
7.770000000000000000e+02,1.159779801964759827e-01,8.547008037567138672e-03,3.405553996562957764e-01,9.402244687080383301e-01
7.780000000000000000e+02,1.149819195270538330e-01,8.588373661041259766e-03,3.390898406505584717e-01,9.407539963722229004e-01
7.790000000000000000e+02,1.139895096421241760e-01,8.630990982055664062e-03,3.376233279705047607e-01,9.412813186645507812e-01
7.800000000000000000e+02,1.130009442567825317e-01,8.672416210174560547e-03,3.361561298370361328e-01,9.418062567710876465e-01
7.810000000000000000e+02,1.120161190629005432e-01,8.715212345123291016e-03,3.346880972385406494e-01,9.423289299011230469e-01
7.820000000000000000e+02,1.110350787639617920e-01,8.758008480072021484e-03,3.332192599773406982e-01,9.428493380546569824e-01
7.830000000000000000e+02,1.100577265024185181e-01,8.802175521850585938e-03,3.317494988441467285e-01,9.433675408363342285e-01
7.840000000000000000e+02,1.090842559933662415e-01,8.845090866088867188e-03,3.302790522575378418e-01,9.438833594322204590e-01
7.850000000000000000e+02,1.081145480275154114e-01,8.889555931091308594e-03,3.288077712059020996e-01,9.443968534469604492e-01
7.860000000000000000e+02,1.071486696600914001e-01,8.933842182159423828e-03,3.273357152938842773e-01,9.449081420898437500e-01
7.870000000000000000e+02,1.061866208910942078e-01,8.978605270385742188e-03,3.258628845214843750e-01,9.454170465469360352e-01
7.880000000000000000e+02,1.052283048629760742e-01,9.024798870086669922e-03,3.243891298770904541e-01,9.459237456321716309e-01
7.890000000000000000e+02,1.042739003896713257e-01,9.069859981536865234e-03,3.229146897792816162e-01,9.464280605316162109e-01
7.900000000000000000e+02,1.033233329653739929e-01,9.116053581237792969e-03,3.214394748210906982e-01,9.469301104545593262e-01
7.910000000000000000e+02,1.023766323924064636e-01,9.162485599517822266e-03,3.199634850025177002e-01,9.474298954010009766e-01
7.920000000000000000e+02,1.014337167143821716e-01,9.210288524627685547e-03,3.184866011142730713e-01,9.479273557662963867e-01
7.930000000000000000e+02,1.004947423934936523e-01,9.257018566131591797e-03,3.170090615749359131e-01,9.484224915504455566e-01
7.940000000000000000e+02,9.955964982509613037e-02,9.304881095886230469e-03,3.155307471752166748e-01,9.489153623580932617e-01
7.950000000000000000e+02,9.862844645977020264e-02,9.353220462799072266e-03,3.140516579151153564e-01,9.494059085845947266e-01
7.960000000000000000e+02,9.770114719867706299e-02,9.401917457580566406e-03,3.125718235969543457e-01,9.498941302299499512e-01
7.970000000000000000e+02,9.677767008543014526e-02,9.452044963836669922e-03,3.110910952091217041e-01,9.503800868988037109e-01
7.980000000000000000e+02,9.585819393396377563e-02,9.500920772552490234e-03,3.096097409725189209e-01,9.508637189865112305e-01
7.990000000000000000e+02,9.494264423847198486e-02,9.551107883453369141e-03,3.081276416778564453e-01,9.513450264930725098e-01
8.000000000000000000e+02,9.403101354837417603e-02,9.601891040802001953e-03,3.066447675228118896e-01,9.518240094184875488e-01
8.010000000000000000e+02,9.312334656715393066e-02,9.652853012084960938e-03,3.051611781120300293e-01,9.523007273674011230e-01
8.020000000000000000e+02,9.221955388784408569e-02,9.705305099487304688e-03,3.036767244338989258e-01,9.527751207351684570e-01
8.030000000000000000e+02,9.131976962089538574e-02,9.756982326507568359e-03,3.021916151046752930e-01,9.532471895217895508e-01
8.040000000000000000e+02,9.042399376630783081e-02,9.809195995330810547e-03,3.007058203220367432e-01,9.537169337272644043e-01
8.050000000000000000e+02,8.953217417001724243e-02,9.862661361694335938e-03,2.992192804813385010e-01,9.541843533515930176e-01
8.060000000000000000e+02,8.864427357912063599e-02,9.917140007019042969e-03,2.977318763732910156e-01,9.546495079994201660e-01
8.070000000000000000e+02,8.776043355464935303e-02,9.970664978027343750e-03,2.962438762187957764e-01,9.551123380661010742e-01
8.080000000000000000e+02,8.688060194253921509e-02,1.002538204193115234e-02,2.947551608085632324e-01,9.555727839469909668e-01
8.090000000000000000e+02,8.600478619337081909e-02,1.008069515228271484e-02,2.932657301425933838e-01,9.560309648513793945e-01
8.100000000000000000e+02,8.513300865888595581e-02,1.013636589050292969e-02,2.917756140232086182e-01,9.564868211746215820e-01
8.110000000000000000e+02,8.426516503095626831e-02,1.019394397735595703e-02,2.902846336364746094e-01,9.569403529167175293e-01
8.120000000000000000e+02,8.340144902467727661e-02,1.024997234344482422e-02,2.887930870056152344e-01,9.573915600776672363e-01
8.130000000000000000e+02,8.254176378250122070e-02,1.030778884887695312e-02,2.873008251190185547e-01,9.578403830528259277e-01
8.140000000000000000e+02,8.168614655733108521e-02,1.036584377288818359e-02,2.858078777790069580e-01,9.582869410514831543e-01
8.150000000000000000e+02,8.083450794219970703e-02,1.042574644088745117e-02,2.843140959739685059e-01,9.587311744689941406e-01
8.160000000000000000e+02,7.998702675104141235e-02,1.048415899276733398e-02,2.828197777271270752e-01,9.591730833053588867e-01
8.170000000000000000e+02,7.914361357688903809e-02,1.054435968399047852e-02,2.813247442245483398e-01,9.596126079559326172e-01
8.180000000000000000e+02,7.830428332090377808e-02,1.060515642166137695e-02,2.798290252685546875e-01,9.600498676300048828e-01
8.190000000000000000e+02,7.746906578540802002e-02,1.066631078720092773e-02,2.783326506614685059e-01,9.604847431182861328e-01
8.200000000000000000e+02,7.663787901401519775e-02,1.072925329208374023e-02,2.768354713916778564e-01,9.609173536300659180e-01
8.210000000000000000e+02,7.581086456775665283e-02,1.079118251800537109e-02,2.753377258777618408e-01,9.613475799560546875e-01
8.220000000000000000e+02,7.498797774314880371e-02,1.085448265075683594e-02,2.738393247127532959e-01,9.617754220962524414e-01
8.230000000000000000e+02,7.416920363903045654e-02,1.091873645782470703e-02,2.723402380943298340e-01,9.622009992599487305e-01
8.240000000000000000e+02,7.335458695888519287e-02,1.098322868347167969e-02,2.708405256271362305e-01,9.626242518424987793e-01
8.250000000000000000e+02,7.254403829574584961e-02,1.104974746704101562e-02,2.693400084972381592e-01,9.630451798439025879e-01
8.260000000000000000e+02,7.173772156238555908e-02,1.111483573913574219e-02,2.678389847278594971e-01,9.634637236595153809e-01
8.270000000000000000e+02,7.093554735183715820e-02,1.118206977844238281e-02,2.663372755050659180e-01,9.638798832893371582e-01
8.280000000000000000e+02,7.013754546642303467e-02,1.124966144561767578e-02,2.648349404335021973e-01,9.642937779426574707e-01
8.290000000000000000e+02,6.934365630149841309e-02,1.131904125213623047e-02,2.633318305015563965e-01,9.647052884101867676e-01
8.300000000000000000e+02,6.855401396751403809e-02,1.138734817504882812e-02,2.618282139301300049e-01,9.651144742965698242e-01
8.310000000000000000e+02,6.776857376098632812e-02,1.145726442337036133e-02,2.603239715099334717e-01,9.655213356018066406e-01
8.320000000000000000e+02,6.698731333017349243e-02,1.152837276458740234e-02,2.588190734386444092e-01,9.659258127212524414e-01
8.330000000000000000e+02,6.621026247739791870e-02,1.159995794296264648e-02,2.573135495185852051e-01,9.663279652595520020e-01
8.340000000000000000e+02,6.543736159801483154e-02,1.167345046997070312e-02,2.558072805404663086e-01,9.667277932167053223e-01
8.350000000000000000e+02,6.466875970363616943e-02,1.174563169479370117e-02,2.543005347251892090e-01,9.671252369880676270e-01
8.360000000000000000e+02,6.390436738729476929e-02,1.182013750076293945e-02,2.527931332588195801e-01,9.675203561782836914e-01
8.370000000000000000e+02,6.314422190189361572e-02,1.189506053924560547e-02,2.512851357460021973e-01,9.679130911827087402e-01
8.380000000000000000e+02,6.238831952214241028e-02,1.197105646133422852e-02,2.497765421867370605e-01,9.683035016059875488e-01
8.390000000000000000e+02,6.163660436868667603e-02,1.204895973205566406e-02,2.482672035694122314e-01,9.686915874481201172e-01
8.400000000000000000e+02,6.088920682668685913e-02,1.212584972381591797e-02,2.467573881149291992e-01,9.690772891044616699e-01
8.410000000000000000e+02,6.014607846736907959e-02,1.220458745956420898e-02,2.452469766139984131e-01,9.694606065750122070e-01
8.420000000000000000e+02,5.940722301602363586e-02,1.228433847427368164e-02,2.437359690666198730e-01,9.698415994644165039e-01
8.430000000000000000e+02,5.867258459329605103e-02,1.236617565155029297e-02,2.422242462635040283e-01,9.702202677726745605e-01
8.440000000000000000e+02,5.794228985905647278e-02,1.244693994522094727e-02,2.407120466232299805e-01,9.705966114997863770e-01
8.450000000000000000e+02,5.721629410982131958e-02,1.252961158752441406e-02,2.391992807388305664e-01,9.709705114364624023e-01
8.460000000000000000e+02,5.649459734559059143e-02,1.261347532272338867e-02,2.376859188079833984e-01,9.713420867919921875e-01
8.470000000000000000e+02,5.577721074223518372e-02,1.269829273223876953e-02,2.361719906330108643e-01,9.717112779617309570e-01
8.480000000000000000e+02,5.506407842040061951e-02,1.278537511825561523e-02,2.346573621034622192e-01,9.720781445503234863e-01
8.490000000000000000e+02,5.435532703995704651e-02,1.287138462066650391e-02,2.331422865390777588e-01,9.724426269531250000e-01
8.500000000000000000e+02,5.365090072154998779e-02,1.295965909957885742e-02,2.316266447305679321e-01,9.728047251701354980e-01
8.510000000000000000e+02,5.295081436634063721e-02,1.304894685745239258e-02,2.301104366779327393e-01,9.731645584106445312e-01
8.520000000000000000e+02,5.225501582026481628e-02,1.314043998718261719e-02,2.285935580730438232e-01,9.735219478607177734e-01
8.530000000000000000e+02,5.156361684203147888e-02,1.323121786117553711e-02,2.270762324333190918e-01,9.738770127296447754e-01
8.540000000000000000e+02,5.087657272815704346e-02,1.332420110702514648e-02,2.255583554506301880e-01,9.742296934127807617e-01
8.550000000000000000e+02,5.019389465451240540e-02,1.341831684112548828e-02,2.240399420261383057e-01,9.745799303054809570e-01
8.560000000000000000e+02,4.951558634638786316e-02,1.351374387741088867e-02,2.225209772586822510e-01,9.749279022216796875e-01
8.570000000000000000e+02,4.884159937500953674e-02,1.361161470413208008e-02,2.210013568401336670e-01,9.752734899520874023e-01
8.580000000000000000e+02,4.817204922437667847e-02,1.370859146118164062e-02,2.194813191890716553e-01,9.756166934967041016e-01
8.590000000000000000e+02,4.750688746571540833e-02,1.380807161331176758e-02,2.179607450962066650e-01,9.759575724601745605e-01
8.600000000000000000e+02,4.684612154960632324e-02,1.390886306762695312e-02,2.164396494626998901e-01,9.762960076332092285e-01
8.610000000000000000e+02,4.618975520133972168e-02,1.401108503341674805e-02,2.149180173873901367e-01,9.766320586204528809e-01
8.620000000000000000e+02,4.553774371743202209e-02,1.411592960357666016e-02,2.133957445621490479e-01,9.769658446311950684e-01
8.630000000000000000e+02,4.489020258188247681e-02,1.421988010406494141e-02,2.118730843067169189e-01,9.772971868515014648e-01
8.640000000000000000e+02,4.424707964062690735e-02,1.432657241821289062e-02,2.103499025106430054e-01,9.776261448860168457e-01
8.650000000000000000e+02,4.360838606953620911e-02,1.443469524383544922e-02,2.088262140750885010e-01,9.779527783393859863e-01
8.660000000000000000e+02,4.297406971454620361e-02,1.454573869705200195e-02,2.073018848896026611e-01,9.782770276069641113e-01
8.670000000000000000e+02,4.234424978494644165e-02,1.465582847595214844e-02,2.057771831750869751e-01,9.785988330841064453e-01
8.680000000000000000e+02,4.171887040138244629e-02,1.476895809173583984e-02,2.042519748210906982e-01,9.789183735847473145e-01
8.690000000000000000e+02,4.109795019030570984e-02,1.488345861434936523e-02,2.027262896299362183e-01,9.792354702949523926e-01
8.700000000000000000e+02,4.048147797584533691e-02,1.500004529953002930e-02,2.012000977993011475e-01,9.795501828193664551e-01
8.710000000000000000e+02,3.986942395567893982e-02,1.511937379837036133e-02,1.996732950210571289e-01,9.798625111579895020e-01
8.720000000000000000e+02,3.926189243793487549e-02,1.523804664611816406e-02,1.981461346149444580e-01,9.801725149154663086e-01
8.730000000000000000e+02,3.865882754325866699e-02,1.536005735397338867e-02,1.966184824705123901e-01,9.804800748825073242e-01
8.740000000000000000e+02,3.806024417281150818e-02,1.548373699188232422e-02,1.950903534889221191e-01,9.807852506637573242e-01
8.750000000000000000e+02,3.746610879898071289e-02,1.561039686203002930e-02,1.935616433620452881e-01,9.810881018638610840e-01
8.760000000000000000e+02,3.687651082873344421e-02,1.573681831359863281e-02,1.920325756072998047e-01,9.813885688781738281e-01
8.770000000000000000e+02,3.629140928387641907e-02,1.586651802062988281e-02,1.905030459165573120e-01,9.816865921020507812e-01
8.780000000000000000e+02,3.571080788969993591e-02,1.599830389022827148e-02,1.889730393886566162e-01,9.819822907447814941e-01
8.790000000000000000e+02,3.513472154736518860e-02,1.613199710845947266e-02,1.874425858259201050e-01,9.822755455970764160e-01
8.800000000000000000e+02,3.456310927867889404e-02,1.626914739608764648e-02,1.859115660190582275e-01,9.825664758682250977e-01
8.810000000000000000e+02,3.399606049060821533e-02,1.640617847442626953e-02,1.843802034854888916e-01,9.828550219535827637e-01
8.820000000000000000e+02,3.343353420495986938e-02,1.654678583145141602e-02,1.828483939170837402e-01,9.831411242485046387e-01
8.830000000000000000e+02,3.287554159760475159e-02,1.668959856033325195e-02,1.813161373138427734e-01,9.834248423576354980e-01
8.840000000000000000e+02,3.232208266854286194e-02,1.683497428894042969e-02,1.797834336757659912e-01,9.837061762809753418e-01
8.850000000000000000e+02,3.177313134074211121e-02,1.698380708694458008e-02,1.782501935958862305e-01,9.839851856231689453e-01
8.860000000000000000e+02,3.122876584529876709e-02,1.713287830352783203e-02,1.767166256904602051e-01,9.842617511749267578e-01
8.870000000000000000e+02,3.068895824253559113e-02,1.728558540344238281e-02,1.751826405525207520e-01,9.845359325408935547e-01
8.880000000000000000e+02,3.015370480716228485e-02,1.744121313095092773e-02,1.736482232809066772e-01,9.848077297210693359e-01
8.890000000000000000e+02,2.962297201156616211e-02,1.760089397430419922e-02,1.721132546663284302e-01,9.850771427154541016e-01
8.900000000000000000e+02,2.909685485064983368e-02,1.776045560836791992e-02,1.705780029296875000e-01,9.853441715240478516e-01
8.910000000000000000e+02,2.857531048357486725e-02,1.792442798614501953e-02,1.690423339605331421e-01,9.856088161468505859e-01
8.920000000000000000e+02,2.805834263563156128e-02,1.809144020080566406e-02,1.675062477588653564e-01,9.858710169792175293e-01
8.930000000000000000e+02,2.754596062004566193e-02,1.826131343841552734e-02,1.659697592258453369e-01,9.861308336257934570e-01
8.940000000000000000e+02,2.703812904655933380e-02,1.843577623367309570e-02,1.644327491521835327e-01,9.863882660865783691e-01
8.950000000000000000e+02,2.653492987155914307e-02,1.861071586608886719e-02,1.628954559564590454e-01,9.866433143615722656e-01
8.960000000000000000e+02,2.603633143007755280e-02,1.879024505615234375e-02,1.613577753305435181e-01,9.868959784507751465e-01
8.970000000000000000e+02,2.554233372211456299e-02,1.897341012954711914e-02,1.598196923732757568e-01,9.871462583541870117e-01
8.980000000000000000e+02,2.505290694534778595e-02,1.916140317916870117e-02,1.582811027765274048e-01,9.873940944671630859e-01
8.990000000000000000e+02,2.456813678145408630e-02,1.934987306594848633e-02,1.567422598600387573e-01,9.876395463943481445e-01
9.000000000000000000e+02,2.408797666430473328e-02,1.954400539398193359e-02,1.552030146121978760e-01,9.878826141357421875e-01
9.010000000000000000e+02,2.361244335770606995e-02,1.974153518676757812e-02,1.536634117364883423e-01,9.881232380867004395e-01
9.020000000000000000e+02,2.314154058694839478e-02,1.994299888610839844e-02,1.521234363317489624e-01,9.883614778518676758e-01
9.030000000000000000e+02,2.267522551119327545e-02,2.015054225921630859e-02,1.505829542875289917e-01,9.885973930358886719e-01
9.040000000000000000e+02,2.221359126269817352e-02,2.035850286483764648e-02,1.490422487258911133e-01,9.888308644294738770e-01
9.050000000000000000e+02,2.175659500062465668e-02,2.057284116744995117e-02,1.475011706352233887e-01,9.890618920326232910e-01
9.060000000000000000e+02,2.130424045026302338e-02,2.079159021377563477e-02,1.459597200155258179e-01,9.892905354499816895e-01
9.070000000000000000e+02,2.085654251277446747e-02,2.101451158523559570e-02,1.444179415702819824e-01,9.895167946815490723e-01
9.080000000000000000e+02,2.041345834732055664e-02,2.124434709548950195e-02,1.428756713867187500e-01,9.897406697273254395e-01
9.090000000000000000e+02,1.997507177293300629e-02,2.147537469863891602e-02,1.413331925868988037e-01,9.899621009826660156e-01
9.100000000000000000e+02,1.954134367406368256e-02,2.171349525451660156e-02,1.397903561592102051e-01,9.901811480522155762e-01
9.110000000000000000e+02,1.911228150129318237e-02,2.195662260055541992e-02,1.382471770048141479e-01,9.903977513313293457e-01
9.120000000000000000e+02,1.868786104023456573e-02,2.220666408538818359e-02,1.367035508155822754e-01,9.906120300292968750e-01
9.130000000000000000e+02,1.826814934611320496e-02,2.245903015136718750e-02,1.351597160100936890e-01,9.908238053321838379e-01
9.140000000000000000e+02,1.785311661660671234e-02,2.271890640258789062e-02,1.336155533790588379e-01,9.910332560539245605e-01
9.150000000000000000e+02,1.744276098906993866e-02,2.298510074615478516e-02,1.320710480213165283e-01,9.912402629852294922e-01
9.160000000000000000e+02,1.703710108995437622e-02,2.325665950775146484e-02,1.305262446403503418e-01,9.914448857307434082e-01
9.170000000000000000e+02,1.663609594106674194e-02,2.353715896606445312e-02,1.289809942245483398e-01,9.916470646858215332e-01
9.180000000000000000e+02,1.623982004821300507e-02,2.382022142410278320e-02,1.274355500936508179e-01,9.918468594551086426e-01
9.190000000000000000e+02,1.584823988378047943e-02,2.411234378814697266e-02,1.258897930383682251e-01,9.920442700386047363e-01
9.200000000000000000e+02,1.546136476099491119e-02,2.441126108169555664e-02,1.243437379598617554e-01,9.922391772270202637e-01
9.210000000000000000e+02,1.507919561117887497e-02,2.471768856048583984e-02,1.227973774075508118e-01,9.924317598342895508e-01
9.220000000000000000e+02,1.470170821994543076e-02,2.503365278244018555e-02,1.212505996227264404e-01,9.926218986511230469e-01
9.230000000000000000e+02,1.432896405458450317e-02,2.535378932952880859e-02,1.197036504745483398e-01,9.928096532821655273e-01
9.240000000000000000e+02,1.396093610674142838e-02,2.568417787551879883e-02,1.181564033031463623e-01,9.929949641227722168e-01
9.250000000000000000e+02,1.359762903302907944e-02,2.602308988571166992e-02,1.166088730096817017e-01,9.931779503822326660e-01
9.260000000000000000e+02,1.323901955038309097e-02,2.637296915054321289e-02,1.150609403848648071e-01,9.933584332466125488e-01
9.270000000000000000e+02,1.288516540080308914e-02,2.672815322875976562e-02,1.135128438472747803e-01,9.935365319252014160e-01
