N,d,r,total_shots,unique_bitstrings,ideal_success_count,ideal_success_prob,ideal_success_std_error,wilson_low,wilson_high,counts_path,ideal_path,ideal_bitstring
56,14,4,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r4_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r4_MB_ideal_bitstring.json,00111110000101110100000110000001000000101100110001000001
56,14,5,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d14_MB/N56_d14_r5_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r5_MB_ideal_bitstring.json,10000010001000010101001110010110011101010110101111001000
56,14,6,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r6_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r6_MB_ideal_bitstring.json,00000110000100011001000110111001011101111010101000000000
56,14,7,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d14_MB/N56_d14_r7_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r7_MB_ideal_bitstring.json,10101110001011101110100100111010011111101000100110100110
56,14,8,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d14_MB/N56_d14_r8_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r8_MB_ideal_bitstring.json,10110100011010011110000100111110000101111000000110010001
56,14,9,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d14_MB/N56_d14_r9_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r9_MB_ideal_bitstring.json,11101010100100100110000111010010100000101101110000100111
56,14,10,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d14_MB/N56_d14_r10_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r10_MB_ideal_bitstring.json,10100001010111000010100000110100100000110000101010110101
56,14,11,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r11_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r11_MB_ideal_bitstring.json,11011011010011111000111111111000110100010011000001001110
56,14,12,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d14_MB/N56_d14_r12_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r12_MB_ideal_bitstring.json,01111111110100000001001001111000111100000110101011111000
56,14,13,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d14_MB/N56_d14_r13_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r13_MB_ideal_bitstring.json,00000001100010110100010001100010000100100101100010010110
56,14,14,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N56_depths/N56_d14_MB/N56_d14_r14_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r14_MB_ideal_bitstring.json,01010000000100000001100001110000010101111000101010010011
56,14,15,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N56_depths/N56_d14_MB/N56_d14_r15_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r15_MB_ideal_bitstring.json,11011000011010011100001110001101111111111111010111010100
56,14,16,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d14_MB/N56_d14_r16_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r16_MB_ideal_bitstring.json,10111111001100100101110001110101011111000010101110110010
56,14,17,20,13,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r17_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r17_MB_ideal_bitstring.json,00100001001010110110110010111110101010110100111000001111
56,14,18,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d14_MB/N56_d14_r18_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r18_MB_ideal_bitstring.json,10110111001000001011010001100100000010111111111011111000
56,14,19,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N56_depths/N56_d14_MB/N56_d14_r19_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r19_MB_ideal_bitstring.json,00111001110001110011100001010101000011010100001111001100
56,14,20,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d14_MB/N56_d14_r20_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r20_MB_ideal_bitstring.json,11010001010111100110110110101011010000000010010001000001
56,14,21,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N56_depths/N56_d14_MB/N56_d14_r21_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r21_MB_ideal_bitstring.json,01011101010011010101001101100000011100101100101010000010
56,14,22,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N56_depths/N56_d14_MB/N56_d14_r22_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r22_MB_ideal_bitstring.json,01000111010101000011111111111101110011100001011110110110
56,14,23,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d14_MB/N56_d14_r23_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r23_MB_ideal_bitstring.json,00110000111110000101001101100101101010111111011111000111
56,14,24,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r24_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r24_MB_ideal_bitstring.json,11101111010100110111110110000110000001001100100101111101
56,14,25,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d14_MB/N56_d14_r25_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r25_MB_ideal_bitstring.json,00101011111100110010011011010001011110111010101100101000
56,14,26,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d14_MB/N56_d14_r26_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r26_MB_ideal_bitstring.json,11011000000111100101101000100010101110011010011110000100
56,14,27,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r27_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r27_MB_ideal_bitstring.json,00101111000010110000011101101001001100000110010111110111
56,14,28,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r28_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r28_MB_ideal_bitstring.json,00101010111011000100110000110000110000100110011110011010
56,14,29,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N56_depths/N56_d14_MB/N56_d14_r29_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r29_MB_ideal_bitstring.json,11111001001101100111001111100101111100101011000110010111
56,14,30,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d14_MB/N56_d14_r30_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r30_MB_ideal_bitstring.json,11010010110100001110010011110100110001101010010011101011
56,14,31,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r31_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r31_MB_ideal_bitstring.json,00000101110111110001000100010111010010010001000001100101
56,14,32,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N56_depths/N56_d14_MB/N56_d14_r32_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r32_MB_ideal_bitstring.json,11110100101011001111000111100100011110000011111011101100
56,14,33,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d14_MB/N56_d14_r33_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r33_MB_ideal_bitstring.json,00011011101000100100101011000100111000101011111011000010
56,14,34,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d14_MB/N56_d14_r34_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r34_MB_ideal_bitstring.json,11010100000111000111110101000000001111111010000001110100
56,14,35,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d14_MB/N56_d14_r35_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r35_MB_ideal_bitstring.json,00100001000010110100001100001111110000011101010101001000
56,14,36,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r36_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r36_MB_ideal_bitstring.json,11100011101000001010001101110100110101010011100100010000
56,14,37,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d14_MB/N56_d14_r37_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r37_MB_ideal_bitstring.json,00000000110110101011010000111111100101000110101010100111
56,14,38,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r38_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r38_MB_ideal_bitstring.json,11010000111100101100011001100011011010000111111111000111
56,14,39,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d14_MB/N56_d14_r39_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r39_MB_ideal_bitstring.json,00100000101100010110111001000001101111000000110011110111
56,14,40,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d14_MB/N56_d14_r40_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r40_MB_ideal_bitstring.json,01001110010010101001011111100111101101011101001100010110
56,14,41,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d14_MB/N56_d14_r41_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r41_MB_ideal_bitstring.json,11111100011001101011110000111100001010111001011111000111
56,14,42,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d14_MB/N56_d14_r42_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r42_MB_ideal_bitstring.json,10100011000101100100110010111111100100111010000010010001
56,14,43,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N56_depths/N56_d14_MB/N56_d14_r43_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r43_MB_ideal_bitstring.json,10010000011011100100011101110111010000001001001000100110
56,14,44,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d14_MB/N56_d14_r44_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r44_MB_ideal_bitstring.json,01100110011110111000001110010010010111111001011101011100
56,14,45,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d14_MB/N56_d14_r45_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r45_MB_ideal_bitstring.json,10110010110001110111000111100010001001001011001001100001
56,14,46,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d14_MB/N56_d14_r46_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r46_MB_ideal_bitstring.json,10101101101000010101001000001011000111101101101100111111
56,14,47,20,19,2,0.1,0.0670820393249937,0.050867518746303075,0.187227719348935,data/results/N56_depths/N56_d14_MB/N56_d14_r47_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r47_MB_ideal_bitstring.json,01100100111001111010000000110100011101011111110000110101
56,14,48,20,16,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d14_MB/N56_d14_r48_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r48_MB_ideal_bitstring.json,11011101001001010010000110111011000111011110100110100001
56,14,49,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d14_MB/N56_d14_r49_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r49_MB_ideal_bitstring.json,11001110010001101010101010100101100010110010011100111111
56,14,50,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d14_MB/N56_d14_r50_MB_counts.json,data/results/N56_depths/N56_d14_MB/N56_d14_r50_MB_ideal_bitstring.json,01111011100011101011000110000010101010100010111101100101
56,16,1,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r1_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r1_MB_ideal_bitstring.json,11111110110001110111000001111001010110010111100111110110
56,16,2,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d16_MB/N56_d16_r2_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r2_MB_ideal_bitstring.json,11000010100010101100100111100000001010010010111011111111
56,16,3,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d16_MB/N56_d16_r3_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r3_MB_ideal_bitstring.json,01100010010011101000001001011011010111101111010010011110
56,16,4,20,19,2,0.1,0.0670820393249937,0.050867518746303075,0.187227719348935,data/results/N56_depths/N56_d16_MB/N56_d16_r4_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r4_MB_ideal_bitstring.json,01001110011011010101010100001010110110101011110111100100
56,16,5,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d16_MB/N56_d16_r5_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r5_MB_ideal_bitstring.json,11000100111100001101011100111000110000111000000100010100
56,16,6,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d16_MB/N56_d16_r6_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r6_MB_ideal_bitstring.json,00001101001101001001010000000110010110111101111001001000
56,16,7,20,20,1,0.05,0.04873397172404482,0.019264518332841332,0.12359262452430154,data/results/N56_depths/N56_d16_MB/N56_d16_r7_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r7_MB_ideal_bitstring.json,10111111111010000001000011000001101100000101010000011000
56,16,8,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r8_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r8_MB_ideal_bitstring.json,00010101011001001001000101010100111001010010101100101110
56,16,9,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d16_MB/N56_d16_r9_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r9_MB_ideal_bitstring.json,11010010101001101111000100101101100000110100110111101010
56,16,10,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d16_MB/N56_d16_r10_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r10_MB_ideal_bitstring.json,10101011000111010101111000000000100011101111000101010100
56,16,11,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d16_MB/N56_d16_r11_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r11_MB_ideal_bitstring.json,00010010010000111110000110001100111111111101001110000111
56,16,12,20,20,1,0.05,0.04873397172404482,0.019264518332841332,0.12359262452430154,data/results/N56_depths/N56_d16_MB/N56_d16_r12_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r12_MB_ideal_bitstring.json,00001000010111100101100101100000111110100010010011001000
56,16,13,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r13_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r13_MB_ideal_bitstring.json,11101010111010011000000010011000011101010111110001100110
56,16,14,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r14_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r14_MB_ideal_bitstring.json,11011000101001110010110101111111001011001000100110100101
56,16,15,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d16_MB/N56_d16_r15_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r15_MB_ideal_bitstring.json,00100101100011111110000001001010100101110111111010000100
56,16,16,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N56_depths/N56_d16_MB/N56_d16_r16_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r16_MB_ideal_bitstring.json,11101101110111111111100010010001100100010110101011001000
56,16,17,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r17_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r17_MB_ideal_bitstring.json,10011111001111001111101110010011110111010010111101101111
56,16,18,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d16_MB/N56_d16_r18_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r18_MB_ideal_bitstring.json,00000100001001110010000110111000111111100110111000000001
56,16,19,20,20,1,0.05,0.04873397172404482,0.019264518332841332,0.12359262452430154,data/results/N56_depths/N56_d16_MB/N56_d16_r19_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r19_MB_ideal_bitstring.json,10011001011001110010001100100001101010101011000111110100
56,16,20,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r20_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r20_MB_ideal_bitstring.json,11000111100111000011111100110001011001011010110001011101
56,16,21,20,19,2,0.1,0.0670820393249937,0.050867518746303075,0.187227719348935,data/results/N56_depths/N56_d16_MB/N56_d16_r21_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r21_MB_ideal_bitstring.json,01000111001011110100110001000101101111111011111000101111
56,16,22,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N56_depths/N56_d16_MB/N56_d16_r22_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r22_MB_ideal_bitstring.json,11001000001100100110110001111000101011011111001010000100
56,16,23,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d16_MB/N56_d16_r23_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r23_MB_ideal_bitstring.json,01000110110000101010111001011000110101110111101011111001
56,16,24,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d16_MB/N56_d16_r24_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r24_MB_ideal_bitstring.json,10001110100101100100111110110000110110111100100110000010
56,16,25,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N56_depths/N56_d16_MB/N56_d16_r25_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r25_MB_ideal_bitstring.json,01011010110000001010001100010111010000100100110001001000
56,16,26,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d16_MB/N56_d16_r26_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r26_MB_ideal_bitstring.json,00011000001100010000101110010101001110110011000000001000
56,16,27,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r27_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r27_MB_ideal_bitstring.json,00001100001001111110110001111011000101011010000011000000
56,16,28,20,15,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r28_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r28_MB_ideal_bitstring.json,10111011110010011010011110001100110001100000110001111000
56,16,29,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d16_MB/N56_d16_r29_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r29_MB_ideal_bitstring.json,00100011000111111011001111100101100110001010110101101111
56,16,30,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N56_depths/N56_d16_MB/N56_d16_r30_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r30_MB_ideal_bitstring.json,00110111111000110000001101011010110101111011100101100101
56,16,31,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d16_MB/N56_d16_r31_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r31_MB_ideal_bitstring.json,11011101000000100001011101100011010111110110100000100010
56,16,32,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d16_MB/N56_d16_r32_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r32_MB_ideal_bitstring.json,01000011001010001111011100100011110110001001001110110000
56,16,33,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d16_MB/N56_d16_r33_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r33_MB_ideal_bitstring.json,10000011001111001110000100100100011100110100010100111100
56,16,34,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d16_MB/N56_d16_r34_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r34_MB_ideal_bitstring.json,01110010100001111001000001011101100001010110111101111111
56,16,35,20,19,2,0.1,0.0670820393249937,0.050867518746303075,0.187227719348935,data/results/N56_depths/N56_d16_MB/N56_d16_r35_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r35_MB_ideal_bitstring.json,00001101110110111101001110110001001010010111101101000100
56,16,36,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d16_MB/N56_d16_r36_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r36_MB_ideal_bitstring.json,01101001110000111011101110100101110001010000011100101101
56,16,37,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d16_MB/N56_d16_r37_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r37_MB_ideal_bitstring.json,11110111101111000100111111110000011100100011001000110101
56,16,38,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d16_MB/N56_d16_r38_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r38_MB_ideal_bitstring.json,01110011001001111011001111001110101101001011010010000011
56,16,39,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N56_depths/N56_d16_MB/N56_d16_r39_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r39_MB_ideal_bitstring.json,00110110101101010111000011110111011001001111011001011001
56,16,40,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d16_MB/N56_d16_r40_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r40_MB_ideal_bitstring.json,01110100101001101001011001000110010101101001110001100000
56,16,41,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r41_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r41_MB_ideal_bitstring.json,01100010000011100110000100000000000110111000100110011000
56,16,42,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N56_depths/N56_d16_MB/N56_d16_r42_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r42_MB_ideal_bitstring.json,00110101101110001010110000110100001011000011111011000011
56,16,43,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d16_MB/N56_d16_r43_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r43_MB_ideal_bitstring.json,11010000000111010011011110001011111000011111001101010010
56,16,44,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N56_depths/N56_d16_MB/N56_d16_r44_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r44_MB_ideal_bitstring.json,11010101100100011110110011101111010110010010110111001000
56,16,45,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N56_depths/N56_d16_MB/N56_d16_r45_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r45_MB_ideal_bitstring.json,01000101110101011011110010101111111001011011000110100110
56,16,46,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d16_MB/N56_d16_r46_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r46_MB_ideal_bitstring.json,10110110101110101100101110100010111011100001110000111110
56,16,47,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N56_depths/N56_d16_MB/N56_d16_r47_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r47_MB_ideal_bitstring.json,10111011000001010111101000001101000001010011101100001000
56,16,48,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N56_depths/N56_d16_MB/N56_d16_r48_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r48_MB_ideal_bitstring.json,11001001101101000100101011010101100011110100110000001011
56,16,49,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r49_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r49_MB_ideal_bitstring.json,00101110001111100000101000010010101101000001111110101100
56,16,50,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d16_MB/N56_d16_r50_MB_counts.json,data/results/N56_depths/N56_d16_MB/N56_d16_r50_MB_ideal_bitstring.json,00001111110111110110000011010000010001100001010110110101
56,18,1,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d18_MB/N56_d18_r1_MB_counts.json,data/results/N56_depths/N56_d18_MB/N56_d18_r1_MB_ideal_bitstring.json,00111011010000100101100001110000100101011110110110110101
